Comment Number,Comment Text
1242,Alguien de 2025😢?
1243,This got recommended to me in 2025
1244,Первый видос
1245,"You at zoo 2005
Next time 2025"
1246,Im 2025
1247,its 19 now is 20 year?
1248,Happy 20 years!
1249,The elephants in this video has to be a celebrity by now 😅
1250,how did you post a video before youtube?how?
1251,"Here are the punctual ones for this 2025
👇"
1252,Hello 20 year🎉🎉🇹🇷
1253,Legendary video
1254,20 years ago 💀
1255,Hi
1256,Would be honoured to get a heart from the oldest vid guy:)
1257,20 years ago is insane
1258,umm hey
1259,20 years ago-💀
1260,"На дворе 2025 год, а это в рекомендациях 🗿💀"
1261,YT’s 1st Vid is now 2 decades old
1262,"jawed , bhai ,, feeling sad fo u ,,, it was all ur teamwork and hard work and u contributed , discovered ut ,, so sad ,,,"
1263,😮
1264,Can you 2025 seen this 😅
1265,Who is watching in 2025
1266,I love it the zoo!
1267,Hoo bro congratulations for 20 years of your video 🥳✅
1268,20 years later...
1269,First video on youtube
1270,Happy birthday 🥰💔💔
1271,20年前
1272,Guys whos in 2025😊
1273,I think im a little late
1274,Hello 👋🏼
1275,Hello😮😊
1276,🎉🎉🎉
1277,2019me at the zoo
1278,Nice ❤
1279,20 years...
1280,5 million subscribers with only one video.. you are the one
1281,Happy 20-th birthday YouTube!
1282,Where is this guy
1283,I can not believe this video was 20 years ago 😮😮❤❤
1284,Wow amazing. 😮
1285,A legend app was born 20 years ago😂
1286,❤❤❤❤
1287,❤❤❤❤
1288,I header the oldest video is 23years ago?!
1289,20 anos...e esse vídeo está até hoje aberto para o público!!
1290,20 years...
1291,"""Who's the real star here? 🐯"""
1292,Happy 20 years old
1293,"""Who's the real star here? 🐯"""
1294,"""Who's the real star here? 🐯"""
1295,وي اشبو دا كاني عام 1998
1296,El primer video de YouTube 😢
1297,2025 now 🎉😂
1298,"Seeing ""20 years ago"" made me do a double take😮😮😅😅"
1299,😊 lol
1300,"seeing 20 years ago on You Tube
"
1301,👏👏👏👏
1302,The First Video On Yourube!!!!!!
1303,ولك جواد  ب فيديو واحد طشيت😂
1304,Imagine getting heart by Jawed 😊❤❤
1305,Since 2005… its now been 20 years
1306,2025.05.05 время 20:37
1307,Old Is Real Nostalgic Gold ❤️❤️❤️
1308,Wow bro este es el primer video
1309,2025?
1310,"0g33p -th3 -6/5/2025 tại Việt Nam
Tôi đã xem video này😊"
1311,2025❤
1312,Old is Gold 🖤
1313,Omg I'm so old 20 years old and happy birthday yt
1314,"🎉Happy 20th birthday, youtube🎉"
1315,anyone in 2025 ☺️❤️
1316,This is the first video on YouTube
1317,YouTube first vdo
1318,Happy 20 years of youtube you are the best and youtube are the best❤❤❤❤❤❤❤❤🎉🎉🎉
1319,Dang still see this video in recommended videos in t 2025 it's crazy
1320,wow
1321,"Bro where are your two other friends,  who built this empire together 😮😢😊"
1322,Happy birthday youtube 20 years ago ❤
1323,YouTube is old
1324,❤❤❤❤
1325,congrats man! 20 years is a lot for a video.
1326,😊😊😊
1327,Kon kon 2025 ma dheak ra ha
1328,20 years later
1329,I want to see you now
1330,Я ЭТО НАШЛА
1331,"Ain’t no way, this is now 20 years old?!?"
1332,Love you jawed ❤
1333,1 min
1334,es impresionante
1335,wooooow
1336,Hello Jawed!
1337,First Vlog on youtube 😅
1338,Plz make One more Content Javed Karim......
1339,help me
1340,help me
1341,help me
1342,help me
1343,help me
1344,help me
1345,help me
1346,help me
1347,help me
1348,help me
1349,❤❤❤🎉🎉
1350,"Putain moi qui voulait trouvé le premier commentaire de youtube je swipe pendant 20 minutes juste pour arriver à ""il y a 5 jours""💀  alors que je dois arriver à ""il y a 20 ans""💀"
1351,2025 wale 🎉😂😂 from India 🇮🇳हाजिर हों❤❤
1352,Primer video de YouTube
1353,Who watched it in 2025 😅🖐️
1354,"Cara imagina esse zoológico hoje em dia kk. English: Man, imagine this zoo nowadays lol"
1355,Big fan
1356,Bro waited for 20 years
1357,Are u alive
1358,Congratulations you complicated 20 years on you tube 0:19
1359,Jawed peux tu m'aider ?
1360,This is my first time watching this video—twenty years after it was posted. Crazy to think he's older than me!
1361,I feel old.
1362,🎉🎉20 anos
1363,See you in 10 years for the 30 year anniversary 🎉
1364,Who came in 2025?😊
1365,Vay be 20 sene 😮
1366,😮What will it be like in another 20 years?
1367,Make me famous plz
1368,This video is viral from 20 years ❤
1369,Quem em 2025🤔🤔🤔
1370,The bro reached more than five million subscribers with one video💀☠️
1371,Where is this guy now???😮
1372,The first word on the youtubes history was ALRIGHT thats crazy🙂
1373,Happy 20 year
1374,أتوقع عمره الآن وصل 40عام
1375,10M comment
1376,❤❤
1377,You are amazing 😮😮😮😮😮 now where are you man.?
1378,2025 কে কে আছো
1379,Brother you still alive or not ❤ please answer my question ❓
1380,এ ভিডিওটা আমি 20 বছর আগে দেখেছিলাম
1381,YouTube is already been around for 20 years woow..I'm old
1382,어느덧 20년이 지났네
1383,the legendary start of YouTube
1384,"One of the world's most intelligent species is locked up in a zoo, but which of man and animal is happier ?
L'une des espèces les plus intelligentes du monde est enfermée dans un zoo, mais qui de l'homme ou de l'animal est le plus heureux ?"
1385,who see in 2025
1386,What did he say?
1387,Hello
1388,20TH YEARS  HAPPY YOUTUBE!!!!
1389,10 m comment wow
1390,2005 means 20 years of youtube ❤
1391,Anyone in 2030!!!
1392,Literally YouTube first video😅😮
1393,Hello jawed bhai aap channel par active ho to yar video bhi dalu please ❤❤❤
1394,😢
1395,Happy 20th
1396,Man 20 years ago
1397,Im girdt
1398,yup... 20 years now.... we sure are getting old
1399,Nah no way youtube you're still recommending this masterpiece in the BiG 2025 thanks ❤
1400,Any one in 2025
1401,Heyy❤
1402,We need a comeback
1403,Such an amazing video the first vlog and first video but better than the edits video more valuable
1404,its been 20 years
1405,You make first video
1406,Happy journey YouTube 2020 years ❤
1407,"Only right too pay homage, much respect to Jawed for just doing it!"
1408,"Any one from south asia 😅
Happy 20th anniversary"
1409,20 years in youtube🎉🎉🎊🎊🎁🎁💐🎂🎂
1410,Happy birthday🎊🎉🎂🎂🎁🎁🎈🎈❤️❤️
1411,Happy 20 years of YouTube!
1412,Wao men      20 years old video   amazing.    I am from India 🇮🇳
1413,Kon kon 2025 may dak raha ta😅
1414,I am game changer 😡 ho ha ha 😱
1415,😢damn it's already been 20 years😢.  Greetings from Italy and happy 20 years ❤
1416,first !
1417,0:15 nepali 😊
1418,It's very difficult to find the peace in his words at this time. 2025
1419,Such a simple yet most watched video since it's the first ever...you won't get views now if u post something like this 😂
1420,2025esa
1421,كمية الهدوء بالكلام والهجه أف .
1422,Jawed I'm entirely gay for you
1423,2025’de izleyenler
1424,AA
1425,2005 bro☠️
1426,❤
1427,I can't believe its been 20 years since youtube started
1428,Anyone in may 2025??
1429,I'm back this video after 3 years 🎉🎉
1430,❤❤❤
1431,日本のコメントを発見しました！🎉🎉
1432,Whire ar you naw bro
1433,Hello 👋🏻
1434,come back and make more videos man!
1435,1st video on YouTube 💀
1436,Oh😢 wow 20 years
1437,Congrats on 20 years!!
1438,Love it
1439,^-^
1440,Legend still watching the video 🗿
1441,"Seeing ""20 years ago"" made me do a double take"
1442,Happy birthday 20 years of me at the zoo
1443,20 years ago... This video older me!
1444,0:00 All legends are born.
1445,This bro doesn't take any pictures after so many years but notices all the comments
1446,ALLAH PAK IS THE GREATEST OF ALL ❤️
1447,w vid from 20 years lol :)
1448,Happy 20th!
1449,Selamat 20 tahun 🎉
1450,That was indeed all there was to say
1451,Создатель ютубом поздравляю тебя твоему очень гениальному проекту который называется YouTube Я не знаю как ты это сделал у тебя 100% больше 200 IQ и поздравляю тебя с юбилеем 20 лет
1452,"Every time I think of a 7, 8, 10-year-old video on YT. I always think about early Smosh, early Cinemassacre (AVGN) or this video but seeing it say ""20 years ago"" is just insane to me. Time really does fly. Before we know it, it'll say ""30 years ago"""
1453,Ki rahe finde😢
1454,كم عمرك الان؟؟؟
1455,20years ago
1456,20 years ago man I was 5 at the time this was released
1457,20 years old
1458,Shett
1459,Happy 20 of this video and the whole youtube verse❤
1460,Love you founder of youtube
1461,Celebrating 20 years of your video me at the zoo🎉 0:10
1462,今見てる人いるんだ😮
1463,Watching this video before gta 6 release 👀
1464,"Jawed uso why don't upload videos in your channel.
If u don't want to upload videos anymore then please give your channel 😅 I will pay u for the channel.
How much money 🤑 u need to sell me 😅. Please comment me"
1465,You are that age 20 years ago ? I wasn't even born dawg
1466,🫡🫡🫡🫡
1467,"Первое видео на данном ресурсе, 20 лет назад, интересно этот парень мог подумать что это начало такого огромного сервиса в будущем"
1468,Man this yt video is older than me
1469,"Ah, a simple time.  No:
- Ad breaks requiring ad blockers requiring Youtube to try to stop them and ad blockers figuring out how to bypass
- Algorithm nonsense.  No pleas to 'like and subscribe because it really helps the channel'
- Clickbait titles with obnoxious thumbnails about how someone got DESTROYED
- MrBeast
- PewDiePie
- ""Without further ado""
- ""Content creators""

Just a man.  A man with his elephants..."
1470,The fact i stumbled upon this old treasure in my for you Page
1471,هان
1472,I'm a little late but happy 20 year anniversary
1473,"Oh my God, 20 years have passed since this video. I hope my comment gets 50 likes because I will feel happy😊"
1474,belum lahir njir
1475,Why no more videos??.
1476,"bro, I am delighted that youtube is recommending me this video after 20 years!!!!"
1477,hi
1478,Hi
1479,Wow this was so long ago
1480,Yo jawed can you show your face 20 years later?
1481,❤❤
1482,Jawed do u still own YouTube
1483,After 20 years ❤
1484,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
1485,Elephants 0:02
1486,20 years congrats🎉🎉
1487,Happy 20th of this video! 🐢
1488,Happy 20 years of YouTube
1489,З 20 річчям!🎉
1490,When will you upload again
1491,Iam always late 20 mil happy 20million jawed
1492,Happy 20 years.
1493,The first YouTube vid😢
1494,Hi
1495,❤😂🎉😢😮😅😊
1496,"BRO, how have you not made another video? It’s been 20 years"
1497,Is video pa sab sa zayada comment ha😨
1498,Now bro start to like comments but don't give us any other videos 😭. Can we get your Instagram I'd please??😭😭
1499,Happy 20 year of YouTube 🎉
1500,Mano tu ainda tá vivo a uma resposta aí por favor😊
1501,rip
1502,❄
1503,Guys he made the first but is waiting to make the last.
1504,한국
1505,bomboclat
1506,"Wow ""20 years"" is a big achievement"
1507,İ love you bro ❤
1508,"How did you get more than 5.45M subs, wow!"
1509,Thanks for 0 subscribers😢😢😢😢
1510,20 years now
1511,20 years old ago wow oooooo my god news 😮😮😮😮😮😮😮😮🥵🥵🥶🥶🥶😱❤❤❤❤❤❤
1512,He is the only one the first and last...
1513,can you like my comment 💬😢?
1514,عمك
1515,He is the pride of San Diego!!
1516,Happy 20 Years YouTube ❤
1517,naw its 2025 where is 2005? how he get a camera
1518,ここから全ては始まった
1519,He is the pride of San Diego!
1520,Alguien en el 2025?
1521,한국인 있나?
1522,How Are You Now
1523,Why Disguise not make any videos any more
1524,20 years!
1525,This video is older than me.
1526,"El 23 de abril tambien se celebra el Día Internacional del Libro y del Derecho de Autor, una fecha destinada a promover la lectura, la industria editorial y los derechos de los autores. También se celebra el Día del Idioma Español en las Naciones Unidas y, en algunas regiones, el Día de Sant Jordi."
1527,2025
1528,Finally 20 years ago instead of 19 years ago
1529,20 years…
1530,20 years ❤
1531,YouTube 20years happy happy happy
1532,Happy new year toutube❤
1533,Самое первое видео на ютубe
1534,Who's still seeing it in May 2025?
1535,‏‪0:10‬‏ ‏‪0:10‬‏ ‏‪0:10‬‏
1536,‏‪0:00‬‏
1537,2025 ❤🎉❤
1538,Why is there talk of microplastics in the description
1539,Cool
1540,These elephants are famous.
1541,"This video will never get old


Please like kr do😅.."
1542,"2005: me at the zoo
2008: me at the zoo!
2011: ME AT THE ZOO!
2016: ULTIMATE SUPREME ZOO CHALLENGE (GONE WRONG)
2020: DON'T CALL THE ZOO AT 3AM!
2025: Why I go to zoos: an analysis"
1543,اول فيديو نزل إنة لشئ رائع
1544,Seeing 20 years ago Is actually crazy HOW already? Nice work man
1545,هذا اول فديو على اليوتوب؟؟
1546,I like chez
1547,Bro stil have this channel 💀💀
1548,Also this is the most Commented Video On YouTube
1549,this video is 20 years old😂😂❤
1550,Are You Real Jawed or
1551,Good A+ =gooda👍😅😢🎉😂
1552,"O Allah, bless Muhammad"
1553,Hi broo
1554,Happy 20 years ❤❤❤❤❤❤❤
1555,Broooooooooo
1556,2025
1557,What the
1558,Wow he recommended me again after 20 years 💀💀
1559,I see it now in 2025.❤
1560,في شخص من 2025 ؟؟؟
1561,Who see this comment
1562,I love YouTube ❤❤❤
1563,All the best 👍😘🇮🇳
1564,Twenty fucking years man... Oh my... Seeing it be 40 years ago will feel like it will come very soon. Time flies. 😢
1565,20 years ago
1566,Who is coming in 2025?
1567,Kon kon 2025 look this video 😂
1568,"WHO IS IN 2092 SEEING THIS VIDEO
ATTENDENCE HERE"
1569,i miss you javed
1570,Happy 20 years C:
1571,Wow how did I not know they had trunks 🤭🤭
1572,😮😮😮 0:19
1573,Happy 20 years YouTube 🎉
1574,Who's watching this masterpiece on 2025 May 🎉🎉
1575,20 years and still pops up;0
1576,Eeeeeeee 20 anos de youtube 😅😅😅
1577,Why am I getting goosebumps cause this literally defines what YouTube is as a platform
1578,First
1579,10 million comments?? im late sorry
1580,jawed
1581,20 years is ALOT of time!
1582,HAPPY 20 YEARS YOUTUBE❤❤🥰🥰😍😍🤩🤩🥳🥳
1583,"I deliberately searched for very old clips, and it turned out that they were from 30 years ago, and I am still searching. I am from Iraq. 😂😂"
1584,jawed look at the chicken jockeys next
1585,you should post more!
1586,2025 😂😂😂😂🖐️
1587,توايس عمك
1588,"Yoo htf are you giving like to everyone 

Edit: oh not me"
1589,Bro are you sitll here
1590,❤
1591,This is interesting
1592,Kon kon yeh wali video dekhne aaya ha😅😂😢😮
1593,05.05.2025.15:15 😮‍💨
1594,الفيديو صغر مني بعام 😂❤
1595,First video of YT💀
1596,HEYYY JAWED HERE?? LEGEND'S ALIVE RESPONDING TO COMMENTS!!!!????? PART 2 PLEASE!!!!!!
1597,Youtube developer 👆🏻
1598,So this is were it all started.
1599,New Vid?
1600,Bro this YouTube video is 20 seconds and lil bro is now a worker at YouTube WHAT THE
1601,Jawed bro assalamualaikum ❤🇮🇳
1602,Make pls a Video jawed
1603,without you youtube would have never gotten popular
1604,This came up on my fy
1605,Man elephants have really long trunks? That is cool!
1606,Assalamualaikum brother Thanks For come Back 😢
1607,20 years old video wow❤❤🎉🎉
1608,@Youtube Happy Birthday!
1609,Hey Jawed Can You Tell Us What Are You Doing Nowadays We Are Willing To Know Please.❤
1610,Wow can’t believe it came up on my page 20 years later
1611,❤
1612,Congratulations bro
1613,Wow
1614,Its
1615,20 YEARS!?!   Time goes by too fast.
1616,"1 video 
5 million 😂"
1617,(　ﾟдﾟ)す、すげぇ…
1618,多くの人はこの動画を検索する時に必ずこう検索をするだろう「YouTubeで1番古い動画」
1619,Congratulations for 20 years 🎉❤
1620,"The comment section is still alive, lol."
1621,Eddajeeee
1622,"This video is been 20 years ago, do you guys see that?"
1623,Cómo encontré este video
1624,2025년5월에 보시는분?
1625,POV: This video is older than you
1626,Kakisos
1627,This was the first YouTube video 😮😲
1628,Iol
1629,"Goodness me, this is the first ever video in history"
1630,Felicidades por tu genial idea se volvió muy popular YouTube gracias
1631,5minutes ?
1632,20 YEARS AGO😡
1633,I think the first video in YouTube 😅
1634,Youtube First Channel on top 💀
1635,Happy 20th birthday🎉❤
1636,video literally older than me das crazy..
1637,Có ai từ clip tik tok nhảy qua đây xem ko
1638,한국인들아 모여라
1639,first video on youtube yuuuhhhuuuu
1640,People here 2025
1641,Why the description telling me about how there’s plastic in my brain I know that already I put it there
1642,Anybody watching in 2025
1643,Blackpink
1644,pin me pls
1645,We need Mr. Beast to bring this guy to next video or shorts.
1646,Please upload a one new vedio 🙏🙏
1647,This guy is very lucky because He got the chance to make first YouTube video [ You are very lucky ] ❤❤❤ 🎉🎉
1648,first
1649,I was here
1650,Like everyone for jawed next video😢😢❤
1651,"Чё за,кто рус?"
1652,Times flies🥲
1653,The first video ❤❤❤🎉
1654,First video of youtube 🛐
1655,LEGEND ❤❤
1656,It's so nostalgic ❤
1657,Any one 2025
1658,History in youtube 2080
1659,How are the elephants behind now? Still alive?
1660,This is actually a clock timer
1661,Happy 20 years bro🎉
1662,First vid!
1663,This video is probably older than most of us..
1664,20 años 🎉.
1665,Dekhte h 20 saal baad reply kon dega Mera 🙂
1666,The first ever YouTube video wow🎉🎉🎉
1667,❤❤❤
1668,なんか流れてきた
1669,"Congratulations on your first video, 20 years is so long!"
1670,Les français qui regarde la vidéos en 2025 👇👇👇  joyeux 20 ans youtube 🎉🎉
1671,Ala
1672,YouTube is now officially 20 years old 🎉
1673,This channel is still active.
1674,Hey it's been 20  years 🥺
1675,WAIT THIS VIDEO WAS TAKEN IN THE YEAR MY OLDER BROTHER WAS BORN INN
1676,Historico
1677,It's now 2025 ❤ and this is is still the best first video 😍
1678,2025🎉
1679,لماذا لا تُحَمِّلْ مقاطع جديدة
1680,20  year ohh my god
1681,Can you upload more video
1682,Aquí los de2025
1683,20 Years ago and official youtube channel Start 🧠💪🏻
1684,Ok sienes bueno
1685,Who Watching in 2025
1686,I'm still here 😭😭🙏
1687,"急におすすめに来たから何かと思ったら20年前の動画なのね…
YouTubeってそんな前からあるのか…"
1688,❤❤❤❤
1689,History was made this day
1690,Happy 20 year anniversary of YouTube!
1691,Le goatttttttttt ❤❤❤❤❤
1692,Wtf 🥲
1693,20年か…
1694,it's been two whole decades since this has been posted
1695,First video in YouTube😮😮😮😮😮
1696,من 2005 كان عمري  3سنوات وهلق عمري 23 سنة .
1697,🎉🎉 happy 20
1698,Wow
1699,May 5 2025 2:13pm
1700,Alguien del 2025?
1701,Hace 6 años habia 2 millones de comentarios. Ahora son mas de 10
1702,"FIRST VIDEO WHEN YOUTUBE WAS RELEASED❤ 20 YEARS, 2005"
1703,Such a great starting of you tube ❤
1704,I hope you're still available in this comments section😌😌
1705,"今いいねきたら怖い（2025.5,5,2.58）"
1706,20🎉🎉🎉🎉🎉
1707,😂
1708,Zoo👍
1709,2025 ten gelenler
1710,Very nice 🎉 All' comments 🎉❤❤❤
1711,2005 2025
1712,"If you have 999 replies, you cant reply the 1k"
1713,สวัสดีครับ 🙏🇹🇭
1714,When the video is 20 years old hits different
1715,Glad this was recommended to me today
1716,Its hard to believe this video is 20 years old.
1717,Illegal War
1718,"just in case someone wants to know my age, just look at how old this video is"
1719,This video's older than me and that pretty cool
1720,Anyone 2025
1721,Hi how are yuo
1722,Is this possible ???!!??
1723,Highest level grand illigal war
1724,Aquí el inicio de Youtube
1725,I can’t wait for YouTube’s first legal drink in a year!
1726,"wow man, 20 years is wild"
1727,Highest level grand IlligAlwaR
1728,Highest level grand IlligAlwaR
1729,Illegal WAr
1730,Highest level grand IlligAlwaR
1731,Highest level grand IlligAlwaR
1732,Highest level grand IlligAlwaR
1733,2005😢
1734,20 years god
1735,Why the hell did this video come up for you?
1736,20 years ☠️☠️
1737,"I'm watching this video 20 years after it was posted, it's 2025 YouTube is different boy"
1738,Salt
1739,Highest level grand IlligAlwaR
1740,Welcome 2025
1741,Highest level grand illigal war
1742,Highest level grand illigal War
1743,Highest level grand illigal war
1744,Highest level grand illigal war
1745,"""Who is watching this in 2025 ? 😅"
1746,Highest level grand illigal war
1747,Highest level grand illigal war
1748,me at the zoo 20 years🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘
1749,Wow
1750,IlligAlwaR IlligAlwaR
1751,İlk video 😢
1752,Me inmortaliso aca
1753,Illigal war
1754,I can’t believe it’s been 20 years
1755,Illegal life
1756,Illigal war
1757,"its been 20 years, a tear shed for those lost. - Mr. Rogers"
1758,Illigal war
1759,Illigal war
1760,CONGRASULATION FOR FIRST YOUTUBE VIDEO
1761,"WHO WATCH IN 2025 ?
👇👇"
1762,Illegal war
1763,Highest level illegal war
1764,Fun fact this video never gets ad
1765,"how'd I get recommended this, 20 years later?"
1766,Please don't be offended: It's not Javed is Jawed
1767,Cool
1768,seeing 20 years ago on a youtube video makes me feel old. IM BARELY IN HS WHAT THE HELL
1769,Test
1770,I remember that this video was 17 years old
1771,ℌ𝔢𝔩𝔩𝔬 𝔧𝔞𝔴𝔢𝔡 𝔥𝔬𝔴 𝔞𝔯𝔢 𝔶𝔬𝔲¿
1772,Am also here😂😂😂today
1773,Omg so nostalgic ❤❤
1774,20 years 💀
1775,"Sometimes, I wonder how young the age 20 is, now even the oldest video on YouTube is 20 years old."
1776,Helloo
1777,20 years wow..
1778,Alguien del 2025
1779,Alguém 2025?
1780,20周年を日本から祝います🎉
1781,type shift
1782,Yo it's 20 years Ago this video was recorded Happy anniversarsary 🎉
1783,Will he ever make another video😢
1784,Like if this video is older than you
1785,I just came to see if it was 20 years yet and surprisingly I was off by a few days. Congrats to the people that made this video.
1786,20 years later 🎉🎉🎉 happy birthday YouTube 🎉🎊
1787,“20 years ago” is crazy
1788,20 years already 😮
1789,I feel the nostalgia
1790,عَشْرَةَ مِلَيونَ تعليق
1791,هذا المقطع اكبر مني في العمر
1792,من عاد في عام 2025
1793,I was almost 2 months old when this came out
1794,The Founder Member Of YouTube
1795,2025 alguem ?
1796,"Ok all content creators have to comment on this,be safe"
1797,one dollar zoo vs million dollar zoo ‼️‼️
1798,Eu tava nesse dia
1799,Like my comments ❤🎉
1800,Youtube has come a very long and memorable way🎉❤❤
1801,Beautiful.
1802,Un mexicano estuvo aqui
1803,"It's been 20 years, and this dude is still hearting comments. Actual legend.

I hope you realize how this platform actually, palpably, changed history."
1804,George.
1805,IS BEATUFUL LIKES FOR MEXICO 🇲🇽🇲🇽❤
1806,Those who come from tiktok or insta😂😂😂
1807,Time runs fast from 2005-2025
1808,Aint no way that jawed came back just from 1 video
1809,Jawd vai😅😅
1810,"wow, this is crazy.. 20 years ago!"
1811,20 years 🎉
1812,"20 años, saludos desde Nicaragua"
1813,Bro posted a YouTube Short before shorts were even a thing
1814,20 years been passed
1815,Omg
1816,Wow 20 years
1817,20 years.
1818,2025 Anyone?
1819,2025??
1820,crazy how back then i was sperm and now im alive
1821,Yo this video was posted on my birthday :O (not he same year tho)
1822,😢wow
1823,"You guys didn't get this on your FYP, You searched it"
1824,I’m back 5/4/2025
1825,Cómo todo comenzó
1826,"The 20 years ago, it’s hurtful."
1827,20 years ago
1828,Wow it's been a long time now it's 2025🎉
1829,This is when the legend started his first video in the whole world wide world!
1830,"Hello, the first youtuber in the world."
1831,2025.
1832,Thank you Jawed for everything ❤
1833,Omg
1834,jolly good show
1835,"I just got this recommended randomly while it's raining outside. Thanks, YouTube!!!"
1836,Waooow
1837,Who's person is in 2025
1838,انه جايتكم من المستقبل 2025
1839,Happy 20 years of YouTube
1840,sup
1841,SÓ QUEM É BRASILEIRO 🇧🇷 SABE QUE ESSE VÍDEO 🎥 TEM 20 ANOS 😱
1842,Increible que sea el primer video de youtube jajaj
1843,20 years video
1844,Marcando presença aqui em 20 anos desde o primeiro vídeo do YouTube 📍
1845,Can’t believe it’s now 20 years
1846,One more year and this video can legally drink.
1847,I will comment again in 10 years
1848,OG
1849,20 years is tuff bro
1850,"Esse vídeo completou 20 anos, e vou completar 20 esse ano"
1851,We need an update video brother
1852,Eyes
1853,❤❤🎉🎉
1854,0:17 “that’s from Africa right”😂
1855,Looking at the video and seeing “20 years ago” Mkes me feel so old😭
1856,😮
1857,Piola hay muchas gente que a comentado antes tenia un millon y ahora se espandio que buenos tiempos del arbol analógico de YouTube
1858,0:00 primer segundo de todos en youtube
1859,ENJOY BEING ON YOU TUNE FOR 20 YEARS LFFICIALLY❤❤🎉🎉🎉
1860,20?
1861,00:00 Primo video di YouTube che Dio
1862,😶‍🌫️😵‍💫
1863,HOW DID I GOT THIS SPONSORED ON SHORTS
1864,20 años
1865,Cool video
1866,El video más  viejo de youtube!
1867,"I just saw your advertise named ""test"" in youtube shorts"
1868,Anyone in 2025
1869,JAWED YOU ARE GOATED 20 YEARS AGO MAKES ME WATER MY EYES
1870,20 years !
1871,yes ser
1872,anyone here on may the 4th (star wars day)?
1873,Ala 😮😮😮no manches
1874,Hi sir please pin me
1875,Hola vine del 2025
1876,Jawed new vídeo pleace
1877,"Hello, I'm from Mexico"
1878,"My friend, are you still alive?😢❤"
1879,I can't believe this video is already 20 years old....
1880,Mr Jawed himself
1881,20 years 😮
1882,This is amazing man he made a history he still commenting on YouTube shorts videos W man
1883,Hi JAWED could u ❤ my comment? 😊
1884,Seeing 20 years on yt vid is just crazy
1885,dear lord i was blessed by the algorithm
1886,"Wow, 20 years is crazy!"
1887,Is the channel owner alive?😭
1888,Buen video
1889,He deserves 10 million ❤
1890,Happy 20 years of YouTube 🎉
1891,@jawed when  will you make a me at the zoo part 2 😀
1892,this actually isnt the first video!
1893,Finally 20 years😊
1894,❤
1895,❤el primer video y el mejor de la plataforma❤
1896,Tonto
1897,20 years old...
1898,saw this on my recommended after 20 years
1899,i was listing to a song called Valse Sentimentale when i looked at how old it was and it brought me here.
1900,Its been 20yrs bud long time no see…
1901,"Happy 20 years on YouTube!

Edit:I know I'm late."
1902,HAPPY 20YEARSSS YOUTUBEEEEE
1903,20 years 😮
1904,0:14 The first Scream in YouTube history.
1905,W Jawed for coming back to this iconic video
1906,🎉🎉🎉
1907,A legend
1908,Isn’t this crazy that this was made 20 years ago?
1909,20y ago
1910,Happy 20 years of yt
1911,ok literally how old r u now
1912,first
1913,10 MILLION COMMNETS OH MY GOSD
1914,Happy 20th years
1915,Please reupload all of your deleted videos (if you decide to hop back on YouTube again)
1916,It was in my recommended
1917,The fact that this is 2 decades is insane stuff
1918,First video in youtube
1919,Hi
1920,20 yrs ago? Sheeeesh
1921,Es una de los videos más antiguos de YouTube o sea que es el primer vídeo de YouTube😮😮😮
1922,"00:00 intro
00:05 the cool thing"
1923,Seems like a nice guy... might make history someday.
1924,Primeiro
1925,Hi
1926,Stay safe bro! You really made history
1927,Youtube is only 20 years old? Damn...
1928,I wasn't even born when this video was uploaded 😂
1929,20 Years Completed ❤😮
1930,"Here, where all videos started"
1931,This is the first ever YouTube video this video made history
1932,"Oh I think the video was filmed in 2005, I didn't even give birth 😅"
1933,Happy 20 years and congrats on being the first yt vid
1934,How old was the person in the clip at that time?
1935,Anyone 2025 may 😂😂
1936,10/10 wags tail
1937,goated
1938,20 years ago... whoa! Congrats.
1939,Michael is so majestic
1940,Cool
1941,"The fact that this guy is now in his mid 40s, but was in his mid 20s when filming this is insane."
1942,"Seeing ""20 years ago"" on YouTube makes me feel old as hell, even though I'm 20 myself-"
1943,Fun fact: this video was the introduction of YouTube.
1944,He should do a recreation of the video it would be so cool
1945,غزه تموت جوعاً 😢😢
1946,Оу май гудес
1947,@@YouTube how can i first video on 2005?
1948,Happy 20 years YT!! 🎉🎉
1949,"Seeing ""20 years ago"" on a yt vid is actually crazy man"
1950,20 years😢
1951,The first video...
1952,is he still alive
1953,Finally my search is done for the first every YouTube video
1954,Cant belive it been 20 years 😭
1955,Damn 20 years ago!!!!!!
1956,اححح قبل عشريين سنة اوفف ما شاء الله
1957,When are you Going To Upload It’s Been 20 Years
1958,10 million comments is crazy how much server storage probably is this
1959,كاني لمحت الحانوتي
1960,YouTube is 20 years old
1961,"If he were to post this today, idk what will happened






All I know is that he’ll get comments like
“NAHHHHHHHH REALLY?”
“Never knew that”
And hate comments"
1962,Hey jawed are you still alive?
1963,¡Happy 20 years bro!
1964,OwO
1965,This is now 20 years old.
1966,"Its crazy this was 20 years ago, makes me feel old im almost as old as this video"
1967,"Happy 20 Years!! I hope someone reads this comment in 2045, when YouTube turns 40."
1968,I made a YouTube account in 2005. What a time to be alive
1969,Wow
1970,No way bro is still interacts with this video
